IDENT;NOPOSTE;SEXE;AGE;DIPLOME;STATUT;CONTRAT;TEMPS;HEURES;MOTIF_ABS;SALAIRE_NET;PRIME;ANCIENNETE;SECTEUR;REGION
05723922;1;1;47;1;1;1;1;35;;1 752,94;;3;GZ;44
05726519;1;1;25;4;1;1;1;41;;2 097,71;999 999,00;9;BE;84
05728387;1;2;27;1;2;3;2;14;;993,74;;4;OQ;84
05731849;1;1;19;5;2;2;1;40;;999 999,00;;3;MN;24
05731849;2;1;19;5;2;2;2;14;;1 311,71;;3;RU;93
05731900;1;1;23;7;2;1;1;35;;2 970,74;6 184,29;7;BE;11
05732718;1;2;26;1;2;1;1;50;;1 160,47;623,77;7;GZ;11
05735185;1;1;45;2;1;1;1;51;;1 823,60;732,61;5;GZ;11
05735796;1;1;57;3;3;8;1;60;;0,00;;-1;AZ;52
05736712;1;1;32;6;1;2;1;32;;1 429,47;;3;FZ;44
05737290;1;1;61;3;2;1;2;14;2;1 699,81;;4;GZ;11
05738517;1;1;33;3;1;1;1;32;;1 361,83;;7;OQ;93
05739583;1;2;37;7;1;1;2;28;;1 913,57;1 022,88;2;OQ;32
05739602;1;2;72;4;3;8;1;60;;0,00;;-1;GZ;28
05739825;1;1;43;4;1;1;1;25;;3 179,11;;26;MN;11
05739825;2;1;43;4;1;1;2;25;;857,88;550,70;5;GZ;27
05742808;1;1;35;3;2;1;2;25;;2 565,35;1 465,12;2;GZ;75
05744750;1;1;46;6;1;1;1;34;99;4 151,88;1 367,53;11;OQ;76
05744908;1;2;59;5;1;3;1;30;;2 825,94;;7;BE;52
05746205;1;2;27;1;1;2;1;38;;2 216,30;;3;HZ;84
05746645;1;1;46;3;1;9;1;40;;2 959,88;;14;OQ;24
05746750;1;2;42;4;1;1;1;40;;2 474,72;541,89;5;BE;24
05747230;1;2;43;6;1;1;2;15;4;2 288,51;4 104,59;5;FZ;44
05750609;1;2;43;4;2;1;1;39;;3 775,29;4 026,78;0;OQ;44
05753709;1;1;21;3;1;1;2;18;;1 884,78;;3;GZ;11
05754356;1;2;21;3;2;1;1;32;;999 999,00;;5;OQ;28
05754425;1;1;36;7;1;1;1;43;;7 642,63;;3;MN;75
05756606;1;1;42;3;1;1;1;42;;3 695,67;999 999,00;7;HZ;32
05758213;1;2;50;6;1;1;1;38;;3 792,42;2 202,27;6;BE;44
05758213;2;2;50;6;1;1;1;34;;2 919,02;;7;FZ;11
05760568;1;2;59;3;2;1;2;20;;1 853,45;1 437,95;1;GZ;32
05760659;1;1;30;3;1;1;1;42;;1 983,91;1 502,43;11;GZ;52
05761887;1;2;41;7;2;1;1;33;;4 849,62;;10;MN;75
05762615;1;2;61;3;1;1;1;35;;1 823,22;1 085,27;1;OQ;11
05764556;1;1;50;1;1;2;1;39;;1 367,07;1 275,71;11;OQ;52
05764666;1;2;30;2;1;1;1;37;1;1 331,11;;1;FZ;75
05765273;1;2;47;1;1;1;2;25;;1 629,10;235,37;12;OQ;93
05765273;2;2;47;1;1;1;1;33;;1 169,87;4 071,52;7;BE;84
05767186;1;1;25;9;1;1;1;40;;1 689,23;;8;FZ;84
05768684;1;1;47;5;1;1;1;36;;5 750,73;;7;BE;27
05772512;1;1;51;1;2;1;1;40;;1 711,25;705,52;0;JZ;52
05772543;1;2;35;6;1;1;2;13;2;1 022,75;561,01;6;GZ;76
05775717;1;2;36;5;1;2;1;40;;1 867,46;;0;GZ;11
05778171;1;1;21;3;1;1;1;45;;3 542,85;;3;RU;32
05778715;1;1;62;3;1;2;1;39;;4 655,75;;1;JZ;75
05780801;1;2;61;9;1;1;2;11;;1 203,77;;6;MN;76
05780801;2;2;61;9;1;1;1;60;;999 999,00;;15;FZ;53
05783797;1;1;20;3;1;1;9;27;;1 727,58;;4;OQ;24
05783797;2;1;20;3;1;1;2;99;;841,63;;4;OQ;84
05784456;1;1;25;1;1;1;2;8;;946,85;1 708,15;5;MN;93
05788224;1;2;39;4;1;1;1;29;;3 257,05;999 999,00;23;OQ;27
05788427;1;1;43;4;1;1;1;47;;2 699,89;1 166,62;10;RU;11
05788674;1;2;51;5;2;1;1;53;;1 939,92;999 999,00;16;GZ;32
05788844;1;2;28;1;1;1;1;99;;2 287,46;3 238,34;3;OQ;93
05789478;1;1;27;3;1;1;1;35;;2 285,76;2 089,65;5;OQ;32
05790064;1;2;24;4;1;1;2;27;;999 999,00;;8;RU;32
05791193;1;2;58;6;1;1;1;31;;5 735,43;;3;MN;24
05792604;1;1;39;6;2;1;1;37;;4 052,61;;2;OQ;52
05792604;2;1;39;6;2;2;1;99;;1 906,72;;2;OQ;76
05793099;1;1;42;5;3;8;1;54;;0,00;;-1;MN;11
05794004;1;1;52;5;1;1;9;37;;10 000,00;;2;MN;75
05795177;1;2;21;6;1;2;1;33;;2 688,58;;2;BE;84
05795852;1;1;33;4;1;1;1;38;9;2 895,33;;12;GZ;24
05796243;1;2;47;5;1;1;1;30;;999 999,00;4 144,76;1;OQ;75
05796546;1;2;57;4;1;1;1;41;;2 965,07;;3;FZ;53
05796575;1;1;24;5;1;1;1;50;;4 378,80;;2;GZ;84
05797144;1;1;43;6;1;3;1;45;;3 094,55;;5;GZ;52
05799468;1;1;34;6;1;1;1;99;;2 859,88;729,41;7;BE;28
05799883;1;1;22;4;2;2;1;38;;3 262,81;;6;MN;27
05800391;1;2;44;5;2;1;1;33;;3 055,90;;5;OQ;11
05801521;1;2;28;3;3;8;1;37;;0,00;;-1;BE;27
05802430;1;2;42;4;1;2;2;24;;1 640,47;149,25;2;GZ;84
05803377;1;2;50;3;1;2;2;11;;523,18;;2;OQ;84
05804568;1;1;55;3;2;1;1;42;;2 550,73;2 135,98;4;JZ;75
05805054;1;2;36;5;1;1;1;42;;1 581,75;;5;GZ;11
05810547;1;2;45;3;1;1;2;27;3;1 565,42;;3;OQ;53
05813380;1;2;46;4;1;1;1;46;;1 344,12;;0;FZ;11
05814266;1;2;30;3;1;2;1;33;;1 590,29;;0;BE;11
05815236;1;2;46;4;1;1;2;21;;1 382,67;;5;OQ;93
05815478;1;2;65;2;1;1;1;37;;2 782,48;;8;FZ;93
05817141;1;2;51;4;2;1;1;42;;2 991,30;1 071,26;23;FZ;32
05817206;1;2;40;7;1;1;1;41;;7 477,67;;8;BE;52
05818588;1;1;23;1;1;1;1;33;;1 514,41;;5;MN;11
05819424;1;1;50;7;1;1;1;32;;4 397,03;586,91;8;OQ;11
05819916;1;1;55;3;1;1;2;8;;2 635,02;;0;OQ;11
05820197;1;1;50;1;1;2;1;44;;1 773,17;;2;HZ;28
05820791;1;2;46;1;1;1;1;43;;3 550,52;1 148,15;18;AZ;93
05820846;1;1;45;6;2;1;1;31;;2 904,13;999 999,00;12;RU;84
05823135;1;1;43;7;3;8;1;99;;0,00;;-1;OQ;11
05825308;1;2;32;7;1;2;1;29;;999 999,00;1 205,31;10;GZ;76
05827762;1;1;43;5;1;1;2;20;;1 207,64;1 750,71;8;BE;84
05829193;1;2;50;5;3;8;2;32;;0,00;;-1;HZ;75
05832611;1;1;51;4;2;1;1;30;;1 612,17;999 999,00;12;JZ;84
05833701;1;1;33;4;1;1;1;42;;915,44;;2;OQ;53
05833877;1;1;55;6;2;1;1;33;;4 560,49;999 999,00;9;GZ;76
05836118;1;1;28;5;2;1;1;40;;2 562,05;;8;BE;11
05838478;1;1;54;5;1;1;1;34;;3 206,23;;8;HZ;93
05839769;1;1;34;3;1;1;1;45;;2 170,53;747,67;5;GZ;11
05840230;1;2;49;4;1;1;9;99;;2 976,25;;16;MN;93
05840230;2;2;49;4;1;1;2;21;;999 999,00;;6;BE;53
05840338;1;1;37;7;2;1;1;33;;2 261,78;;10;GZ;75
05841201;1;1;48;3;2;1;2;13;2;1 282,91;2 162,82;1;GZ;52
05841211;1;2;61;6;1;1;1;38;;3 587,15;1 244,84;5;GZ;27
05844290;1;2;45;1;1;2;2;19;;1 826,78;2 381,02;29;GZ;27
05845390;1;2;43;4;3;8;1;59;;0,00;;-1;OQ;75
05848357;1;2;42;4;1;1;1;46;4;2 107,69;;6;BE;93
05848933;1;1;42;3;2;1;1;42;;999 999,00;1 349,34;8;OQ;84
05848976;1;1;62;9;1;1;1;37;;2 422,37;;2;RU;75
05849016;1;1;45;4;1;1;9;29;;999 999,00;;8;BE;53
05850046;1;1;51;2;1;1;1;50;;2 424,97;2 496,42;0;MN;28
05851218;1;2;47;3;3;8;1;60;;0,00;;-1;GZ;11
05851524;1;1;55;2;2;1;1;99;;3 482,18;797,54;5;HZ;11
05853800;1;2;47;2;1;2;1;99;;2 612,16;;6;HZ;44
05854606;1;1;38;7;1;1;1;39;;999 999,00;177,60;5;OQ;52
05854905;1;2;27;2;2;1;1;50;;1 496,94;;4;BE;44
05856307;1;1;28;4;1;1;1;31;;2 966,60;355,57;4;FZ;24
05856307;2;1;28;4;1;1;1;33;;999 999,00;702,84;1;HZ;11
05857705;1;2;24;3;1;1;2;15;;1 089,44;;8;FZ;44
05858487;1;1;56;5;1;2;1;34;;999 999,00;1 868,99;1;OQ;52
05858730;1;2;63;1;2;1;1;40;;2 163,82;;23;GZ;76
05859012;1;2;39;3;1;1;1;33;;2 588,98;808,57;0;GZ;32
05859187;1;2;29;7;1;2;1;35;;1 342,30;1 285,15;5;OQ;52
05859454;1;1;24;3;1;1;1;30;;2 221,55;;4;BE;76
05859636;1;1;31;5;2;1;1;36;;2 671,18;631,96;15;HZ;52
05863770;1;1;21;4;1;1;1;48;;2 224,18;;5;GZ;32
05863992;1;2;20;3;1;3;2;10;;970,59;;1;FZ;32
05866248;1;2;22;1;1;1;1;44;;1 053,99;;0;RU;93
05866682;1;1;34;4;2;1;1;34;5;1 338,63;999 999,00;3;OQ;93
05867533;1;2;58;2;1;1;1;46;;4 077,44;999 999,00;0;OQ;76
05868460;1;2;62;1;1;1;2;8;;1 197,97;;6;BE;44
05871045;1;2;61;7;3;8;2;38;5;0,00;999 999,00;-1;OQ;44
05872914;1;1;51;7;1;2;1;54;;2 440,90;;13;OQ;52
05873219;1;2;48;6;2;1;2;15;;2 469,86;5 874,07;0;OQ;93
05876330;1;2;30;5;1;1;1;26;1;2 934,72;629,76;6;HZ;84
05876665;1;1;35;4;1;1;1;38;;3 167,85;848,45;19;JZ;76
05878104;1;1;24;3;2;2;9;37;;2 105,29;;8;OQ;52
05883350;1;1;59;5;1;1;1;35;;4 065,79;;15;GZ;11
05883675;1;2;39;4;1;2;1;48;;2 333,03;79,91;23;OQ;11
05889250;1;1;48;7;1;1;1;35;;4 443,83;;1;OQ;76
05891952;1;1;61;3;2;2;1;41;;1 820,29;;6;OQ;32
05892183;1;1;49;4;1;1;1;32;;4 169,07;;19;MN;75
05893326;1;1;33;3;2;1;1;46;;4 671,54;;0;MN;75
05894561;1;1;30;6;1;1;2;28;;1 536,56;;8;HZ;28
05899293;1;2;32;7;1;2;2;12;;999 999,00;;2;OQ;11
05903243;1;1;56;7;1;1;1;42;;3 354,64;472,53;14;BE;93
05906730;1;1;32;3;1;1;1;40;;1 302,44;;11;MN;52
05910628;1;1;53;4;1;1;1;33;2;2 608,81;;7;MN;93
05911059;1;2;32;7;1;1;1;47;;2 140,91;;7;JZ;76
05912052;1;1;37;4;2;1;1;31;;2 574,67;;6;OQ;93
05915976;1;2;25;3;1;1;1;34;;1 982,70;7 105,97;7;OQ;32
05918451;1;2;40;3;1;2;2;10;;853,84;;12;BE;11
05919586;1;1;25;4;1;1;1;29;;999 999,00;967,55;4;OQ;75
05920236;1;1;54;5;1;1;9;39;;999 999,00;1 409,92;12;MN;84
05926048;1;2;21;3;2;3;1;38;;3 359,30;;5;BE;11
05926090;1;2;60;1;1;1;1;37;;2 119,52;;2;AZ;24
05928704;1;1;23;3;1;1;1;24;;2 831,40;619,40;0;OQ;93
05929592;1;2;27;6;3;8;2;45;;0,00;;-1;RU;84
05930848;1;1;29;5;1;1;1;36;;5 027,87;316,37;12;RU;44
05934403;1;1;63;5;1;1;2;21;;2 586,91;;10;JZ;28
05935730;1;2;49;4;1;2;1;45;;2 612,14;999 999,00;2;OQ;53
05937626;1;1;51;1;1;1;1;39;;1 986,82;443,40;1;GZ;93
05938194;1;1;55;1;1;1;1;36;2;1 377,58;;9;OQ;84
05939500;1;1;47;4;3;8;1;60;;0,00;;-1;OQ;11
05941533;1;2;20;3;1;1;2;16;;1 243,64;1 088,09;2;MN;84
05942947;1;1;30;7;2;1;2;8;;1 260,93;2 474,98;1;RU;32
05944961;1;2;31;1;1;1;2;15;;962,97;3 755,23;2;GZ;44
05945965;1;2;32;5;2;1;2;8;;1 577,06;518,05;6;OQ;27
05946351;1;1;21;6;1;1;1;47;;2 099,30;;1;GZ;76
05946725;1;1;30;7;1;1;1;34;;2 826,80;;3;AZ;44
05946725;2;1;30;7;1;1;1;38;;999 999,00;1 514,58;4;GZ;32
05948492;1;1;38;1;1;1;1;36;99;823,29;999 999,00;2;OQ;44
05949392;1;1;38;3;1;1;1;33;;2 297,98;;7;OQ;32
05949553;1;1;22;6;1;1;1;31;;2 188,12;948,97;6;GZ;11
05950119;1;1;34;4;1;1;1;25;;2 288,10;;2;BE;93
05950321;1;2;33;6;2;2;1;35;;3 307,67;;4;RU;75
05951418;1;2;38;5;2;1;1;35;5;2 612,50;;2;FZ;93
05952032;1;2;36;5;1;1;1;34;;2 765,20;721,72;6;OQ;28
05952032;2;2;36;5;1;1;2;27;;1 486,82;;3;AZ;75
05952519;1;2;29;6;2;2;1;31;;6 217,47;;13;RU;53
05953909;1;2;26;1;2;1;1;33;;1 389,33;1 426,51;10;BE;32
05954328;1;1;40;3;1;1;1;34;;5 187,46;391,48;3;AZ;52
05955115;1;1;41;6;2;1;1;45;;3 988,51;1 198,12;3;JZ;24
05956799;1;1;27;3;2;1;1;30;;2 281,75;;3;OQ;24
05956810;1;1;32;2;1;1;1;32;;2 175,93;;8;OQ;76
05957229;1;2;20;5;2;1;1;40;;999 999,00;;1;OQ;11
05961571;1;1;22;5;1;9;1;41;;1 701,83;;0;OQ;75
05961619;1;1;40;3;1;1;1;32;;1 764,28;2 064,99;11;GZ;93
05961974;1;2;47;1;3;8;1;52;;0,00;;-1;MN;93
05963037;1;2;35;6;1;1;9;8;;1 828,76;;1;RU;93
05963875;1;2;31;4;1;1;1;28;;2 477,57;;4;OQ;84
05965598;1;1;50;7;1;2;1;42;;2 375,88;905,60;1;OQ;93
05966273;1;2;25;7;1;1;2;10;;1 193,70;;9;OQ;44
05966930;1;2;47;4;2;1;9;33;;1 673,76;656,43;1;OQ;11
05967295;1;1;31;5;3;8;2;40;1;0,00;;-1;RU;93
05967295;2;1;31;5;3;8;1;57;;0,00;;-1;HZ;76
05968462;1;1;37;1;1;1;9;40;1;2 283,37;1 558,03;7;GZ;53
05977454;1;2;36;5;2;1;1;35;;2 441,37;1 425,47;6;MN;11
05977454;2;2;36;5;2;1;2;27;;1 882,26;999 999,00;4;MN;84
05977660;1;1;21;1;1;2;1;42;;1 923,65;;2;OQ;52
05977989;1;2;62;9;1;2;1;36;;3 339,75;;1;BE;76
05979411;1;1;22;5;1;1;1;31;;2 812,60;;6;GZ;32
05980959;1;2;40;4;1;1;1;47;;999 999,00;;5;OQ;84
05981216;1;1;56;3;1;1;1;49;;3 074,15;;3;MN;27
05981216;2;1;56;3;1;2;2;13;;2 698,74;;2;BE;84
05983717;1;1;62;6;1;1;1;39;;4 420,99;999 999,00;10;OQ;28
05984502;1;2;23;3;1;1;1;32;1;1 410,15;;7;GZ;11
05984652;1;1;26;1;1;1;1;38;;1 966,75;;2;OQ;44
05985458;1;1;57;4;1;1;1;34;;2 914,83;;4;GZ;52
05985616;1;1;46;1;2;1;1;32;;2 711,76;512,24;8;JZ;44
05986677;1;2;25;3;1;9;1;33;;2 270,70;1 172,14;4;HZ;28
05987088;1;2;37;4;2;2;2;16;;1 433,63;181,97;8;RU;32
05990379;1;2;26;7;1;1;1;39;;2 612,54;252,67;2;GZ;84
05990406;1;1;33;7;1;1;1;37;1;2 509,68;;2;MN;32
05993713;1;2;47;4;1;1;2;26;;1 386,06;;1;HZ;93
05994553;1;2;48;7;1;1;2;19;;1 526,30;1 604,84;3;MN;84
05994555;1;1;47;3;1;9;1;49;;2 352,47;834,37;18;MN;53
05995655;1;1;62;5;1;2;1;39;;3 413,36;;18;BE;84
05996766;1;2;53;9;3;8;1;60;;0,00;;-1;JZ;84
05996866;1;2;26;6;2;1;1;39;;1 011,12;;1;OQ;32
05998957;1;1;21;7;2;2;2;13;;2 576,73;2 548,76;5;MN;53
06000355;1;1;56;2;1;1;1;34;;1 881,81;;5;OQ;93
06001459;1;2;57;5;2;9;1;31;;999 999,00;;1;MN;93
06002916;1;1;59;2;1;1;1;40;;999 999,00;3 583,07;9;FZ;11
06002916;2;1;59;2;1;1;2;13;;2 709,58;;3;OQ;84
06006450;1;2;38;7;1;1;1;36;;10 000,00;1 665,45;4;OQ;93
06006824;1;2;43;7;1;1;2;18;;999 999,00;1 358,13;3;BE;84
06007424;1;1;36;6;2;1;1;26;;3 035,52;;10;OQ;76
06007673;1;1;43;7;2;1;2;12;;1 871,23;1 491,60;1;OQ;76
06011301;1;1;53;3;3;8;1;60;;0,00;;-1;OQ;76
06012192;1;2;40;4;1;1;2;24;;689,22;;4;BE;27
06014519;1;1;35;7;3;8;1;60;;0,00;;-1;MN;52
06014742;1;2;29;5;1;1;1;34;;2 477,18;454,07;4;BE;75
06014950;1;1;34;6;1;1;1;30;;2 827,23;1 485,81;6;GZ;11
06015056;1;2;33;7;1;1;9;34;;2 118,75;;0;GZ;11
06017335;1;2;25;7;1;1;1;33;;999 999,00;;7;OQ;44
06017335;2;2;25;7;1;1;2;11;;2 410,76;1 631,79;9;AZ;76
06018168;1;1;49;5;2;1;1;36;;3 131,72;;17;OQ;11
06018249;1;2;51;7;2;1;9;46;;4 245,46;;5;OQ;28
06018671;1;1;23;3;2;2;1;44;;1 700,18;;1;JZ;75
06019625;1;1;47;1;1;2;1;43;;1 169,38;;1;MN;52
06021757;1;2;52;4;1;1;1;54;;4 411,01;;17;MN;52
06022262;1;1;48;4;2;1;1;34;2;2 211,23;;3;GZ;76
06024210;1;2;56;3;1;1;1;40;;2 494,47;;10;AZ;11
06025218;1;1;20;6;2;1;1;99;3;4 352,27;;1;OQ;53
06025407;1;2;39;1;1;3;1;49;;2 942,68;2 511,50;2;AZ;75
06027501;1;1;44;9;3;8;1;51;;0,00;;-1;OQ;53
06027501;2;1;44;9;3;8;2;56;;0,00;;-1;MN;75
06028031;1;2;33;4;1;1;1;60;;1 987,92;;8;FZ;53
06028262;1;1;20;6;3;8;1;59;;0,00;;-1;OQ;24
06029437;1;1;22;1;3;8;9;56;;0,00;;-1;GZ;76
06029470;1;1;60;4;1;1;1;46;;5 862,74;;6;BE;27
06031497;1;1;21;3;1;1;1;44;;1 161,81;;1;GZ;32
06031548;1;1;46;5;2;1;9;25;;4 625,73;941,01;2;BE;32
06033703;1;2;28;5;2;1;1;29;;1 922,79;764,31;5;FZ;53
06036391;1;1;47;4;1;1;1;40;;3 795,61;;0;MN;11
06037084;1;2;39;7;1;1;1;42;;10 000,00;1 530,95;5;MN;11
06037505;1;2;63;7;1;1;1;42;;5 295,55;;21;MN;76
06037650;1;1;26;7;3;8;1;60;;0,00;;-1;BE;53
06041258;1;2;28;5;2;1;2;25;;1 384,48;;1;MN;52
06042039;1;1;38;2;1;1;1;27;;1 761,72;;1;AZ;11
06042736;1;1;38;7;1;1;1;42;;3 816,32;;2;OQ;84
06045780;1;2;30;7;1;2;1;40;5;9 166,56;1 516,00;9;HZ;32
06047109;1;2;34;7;1;2;2;28;;999 999,00;197,23;2;GZ;11
06047708;1;1;35;7;1;3;1;41;;3 936,12;;13;JZ;75
06050462;1;2;60;5;2;1;1;34;;2 903,91;;4;BE;93
06050771;1;2;51;4;1;1;1;40;;3 020,55;880,00;4;FZ;93
06051132;1;1;36;1;1;1;1;31;;1 844,53;;2;JZ;93
06051913;1;1;17;4;1;1;1;25;;3 439,03;;1;MN;84
06053112;1;2;28;6;1;1;2;99;;861,55;450,47;3;GZ;44
06053230;1;1;57;3;1;1;1;41;;4 043,78;;8;GZ;93
06053625;1;2;38;4;1;1;1;48;;2 241,79;1 315,65;9;BE;84
06055662;1;1;51;7;1;3;1;36;;5 294,78;;1;RU;44
06057125;1;1;38;6;1;3;1;33;;10 000,00;558,72;2;BE;76
06059692;1;2;28;5;1;1;1;48;;3 345,69;;3;GZ;93
06063919;1;1;21;3;1;1;1;27;;1 278,85;;2;GZ;84
06064582;1;2;26;4;3;8;2;28;2;0,00;;-1;OQ;32
06064875;1;2;38;5;1;2;1;35;;1 583,38;;4;OQ;24
06065073;1;1;40;4;2;1;1;45;2;2 578,02;1 383,12;5;GZ;84
06066934;1;1;48;7;1;2;1;51;;3 512,46;2 354,12;4;FZ;93
06067522;1;1;30;6;3;8;2;45;;0,00;;-1;GZ;24
06071526;1;1;48;4;1;3;1;30;;2 413,38;309,47;15;GZ;84
06074174;1;1;57;1;1;1;1;32;;2 292,61;;11;GZ;24
06074746;1;2;48;3;3;8;2;44;;0,00;;-1;HZ;11
06075445;1;2;36;6;2;1;2;11;;799,35;678,56;1;OQ;11
06075836;1;1;49;3;1;1;2;18;;1 982,72;3 059,66;33;HZ;53
06075836;2;1;49;3;1;1;2;14;;999 999,00;2 061,59;5;FZ;84
06075990;1;2;50;3;1;1;1;31;;1 716,78;170,32;2;BE;11
06076785;1;2;50;9;2;1;9;35;;3 878,49;;3;GZ;11
06080252;1;1;67;4;1;1;1;45;;1 667,59;;1;JZ;93
06080689;1;2;37;2;1;1;2;9;;1 394,30;2 939,05;13;GZ;84
06083897;1;1;35;6;1;1;1;44;;3 803,35;;9;GZ;44
06084160;1;2;25;1;1;1;1;36;;1 371,91;;3;OQ;32
06086851;1;1;32;4;1;1;1;47;;1 632,60;;3;MN;24
06089460;1;2;60;1;1;1;1;50;3;1 549,59;;5;HZ;75
06090632;1;2;38;4;1;1;2;19;;999 999,00;1 081,14;2;GZ;32
06090777;1;1;36;7;1;1;1;43;;4 834,70;3 539,63;13;FZ;11
06091981;1;1;27;5;1;1;1;45;;3 077,60;590,74;5;OQ;84
06092275;1;1;19;6;3;8;1;48;;0,00;;-1;OQ;53
06092847;1;2;25;4;1;1;1;33;;2 407,06;1 778,32;6;MN;11
06096000;1;1;39;4;1;1;1;35;1;2 637,17;309,76;3;OQ;84
06097404;1;2;47;3;1;1;2;24;;415,86;1 041,25;2;OQ;44
06097404;2;2;47;3;1;1;2;16;;2 095,85;589,30;4;FZ;76
06097629;1;2;27;5;1;1;1;44;;3 001,28;;0;FZ;24
06098101;1;2;49;1;2;1;1;34;;1 617,84;;14;FZ;75
06098101;2;2;49;1;2;1;1;42;;2 080,46;;11;RU;75
06099317;1;1;59;3;2;1;1;39;;1 797,03;8 973,91;1;JZ;11
06102805;1;1;36;3;2;1;1;31;;2 632,52;;3;OQ;44
06103386;1;1;55;2;1;1;1;34;;3 570,17;;2;FZ;75
06106290;1;2;74;5;1;2;2;11;;2 851,94;;3;FZ;84
06108683;1;1;54;3;1;1;1;38;;2 452,98;;2;OQ;11
06111369;1;2;24;3;1;1;2;10;;2 087,27;;5;BE;11
06111762;1;2;21;3;1;1;1;47;;1 138,16;;1;MN;32
06112227;1;1;58;3;2;1;1;38;2;2 878,27;;17;AZ;84
06112453;1;2;50;7;2;1;1;51;;999 999,00;895,30;15;BE;32
06114204;1;2;54;6;1;2;2;12;1;999 999,00;690,85;6;OQ;44
06114319;1;1;64;3;1;1;1;48;;4 093,27;;14;FZ;27
06116537;1;1;43;3;1;1;1;38;;2 393,23;;3;GZ;93
06117946;1;1;61;3;1;2;1;99;;2 581,75;247,25;1;BE;52
06118734;1;2;38;5;1;1;1;40;;4 451,51;;22;JZ;44
06119611;1;2;37;5;2;1;1;41;;3 005,38;1 116,80;2;JZ;75
06121791;1;2;27;4;3;8;2;47;;0,00;;-1;OQ;84
06122236;1;2;41;7;1;1;1;35;;999 999,00;;4;OQ;24
06122723;1;2;33;5;1;1;1;37;;2 798,03;6 977,67;5;OQ;75
06123688;1;1;45;2;1;1;1;31;;1 654,89;;3;BE;53
06124419;1;1;58;5;1;1;2;10;4;2 165,52;179,06;6;FZ;44
06127476;1;2;57;7;1;1;1;42;;6 530,18;;17;HZ;32
06129098;1;1;32;6;2;1;1;43;;3 398,71;;11;OQ;52
06129704;1;1;55;6;2;1;1;40;;999 999,00;;3;FZ;32
06130947;1;2;17;1;1;1;1;31;;2 045,77;;1;FZ;11
06131641;1;2;43;5;1;1;1;42;;2 834,03;;2;JZ;27
06132030;1;2;35;5;1;1;1;35;;4 458,84;;2;FZ;84
06133801;1;2;53;4;1;1;1;41;;3 091,57;;1;MN;93
06133844;1;1;37;5;1;1;1;31;;4 160,11;;16;OQ;27
06134030;1;1;36;4;2;1;1;35;;2 783,53;;5;RU;28
06134785;1;2;49;3;1;1;1;34;5;1 899,39;;10;BE;93
06134915;1;2;34;7;2;3;1;42;;10 000,00;1 172,00;4;BE;84
06137304;1;2;36;4;1;1;2;10;;1 529,19;;1;FZ;11
06137381;1;2;24;3;2;1;9;36;1;3 069,17;910,31;8;FZ;27
06139146;1;1;59;1;1;1;9;36;;2 007,42;808,41;1;OQ;32
06139500;1;2;28;7;2;2;2;10;;1 839,57;930,90;3;MN;11
06139705;1;1;58;2;1;1;1;44;;2 969,94;674,50;4;BE;84
06139766;1;2;43;6;1;1;1;37;;2 356,05;;0;JZ;76
06140828;1;2;67;5;1;1;1;23;;3 657,82;318,29;5;OQ;75
06140828;2;2;67;5;1;1;2;9;;1 523,74;1 910,39;15;BE;53
06141122;1;2;37;7;2;1;2;15;;1 469,99;1 583,44;8;OQ;76
06141231;1;2;39;7;2;1;2;25;;999 999,00;1 425,22;3;FZ;75
06142441;1;1;40;7;2;1;1;43;;6 077,07;;17;JZ;76
06143800;1;2;52;5;1;1;2;15;;1 560,81;404,64;2;OQ;28
06144583;1;2;63;1;1;1;1;36;;2 437,96;1 296,47;8;GZ;84
06144813;1;1;63;1;1;1;9;34;;1 984,76;2 291,90;4;BE;44
06145915;1;2;31;3;1;1;2;30;;1 481,50;874,29;13;BE;28
06145999;1;1;46;3;3;8;1;57;;0,00;;-1;OQ;53
06146652;1;2;36;4;3;8;2;41;;0,00;;-1;OQ;84
06146652;2;2;36;4;3;8;2;45;2;0,00;;-1;FZ;32
06147085;1;2;26;2;1;1;1;40;;1 935,27;;5;GZ;11
06147200;1;1;20;1;1;1;1;45;;1 358,40;;2;GZ;11
06148465;1;1;42;7;1;2;1;39;;2 301,61;355,76;2;OQ;76
06154227;1;2;59;9;1;1;1;43;;3 741,16;1 010,11;11;RU;76
06154331;1;2;47;7;1;1;1;52;;4 431,97;586,14;0;GZ;76
06156166;1;1;37;4;2;1;1;41;1;1 554,99;219,31;5;RU;24
06157285;1;1;41;4;1;2;1;26;2;3 213,33;;3;AZ;84
06157724;1;1;54;1;2;1;1;60;;2 418,14;;3;BE;27
06158126;1;2;27;5;1;1;2;27;;918,72;;2;OQ;75
06158674;1;1;59;3;2;1;1;42;;2 268,12;;5;BE;44
06160271;1;1;72;7;1;2;1;44;;4 736,98;1 957,18;3;BE;32
06162170;1;2;44;1;1;1;2;26;;851,98;;1;BE;52
06163582;1;2;25;4;1;2;2;18;1;1 249,73;643,42;7;OQ;32
06165585;1;2;45;4;1;1;2;9;;2 018,73;;9;OQ;24
06166184;1;1;47;7;3;8;1;60;;0,00;;-1;OQ;27
06166452;1;2;35;5;2;1;1;49;;1 616,04;;2;FZ;53
06167819;1;2;60;3;2;2;2;18;;3 867,34;2 785,67;0;GZ;75
06169005;1;1;38;5;1;1;2;11;;3 385,65;;10;OQ;44
